CustomerID,Recency,Frequency,Revenue
803154,0.34481197886213466,3.2195926951607836,1.652552761773252
44751,0.6331598612568731,-0.4780915413955908,-2.046450173690795
65411,0.08198161148597467,5.06843481343897,3.492415992680683
1044436,0.6331598612568731,-0.4780915413955908,0.25332881283107755
1044437,0.6331598612568731,-0.4780915413955908,-0.09446279822090252
1044438,0.6331598612568731,2.452253885829205,0.8048300728663027
1044439,0.6331598612568731,-0.4780915413955908,0.261641443775509
1044440,0.29769501543145055,1.3707505768825963,0.14023231311595394
998114,0.6331598612568731,-0.4780915413955908,0.23484952867210318
1034046,0.5130559956545452,1.3707505768825963,1.5956714666732636
320365,0.6331598612568731,-0.4780915413955908,0.07796746910619211
796950,0.6331598612568731,-0.4780915413955908,0.828567186003339
1000988,0.6331598612568731,-0.4780915413955908,-1.3587539272702454
1044449,0.5275082560375886,2.452253885829205,1.0777780495678024
1044451,0.6331598612568731,-0.4780915413955908,-0.7633219557306999
21316,0.15642410620450822,3.8147869160455956,2.4854273261002526
1044452,0.6331598612568731,-0.4780915413955908,1.7247546721896496
523160,-0.699740341344017,2.452253885829205,0.8576677602926648
584839,0.6331598612568731,-0.4780915413955908,0.12322372865238998
817987,0.5412880698684022,3.2195926951607836,1.6817519345470442
851882,0.6331598612568731,-0.4780915413955908,-0.016822573487626835
1044471,0.4706677256375666,1.3707505768825963,-0.670756898185807
1044476,0.6331598612568731,-0.4780915413955908,0.4957817066402763
810677,0.6331598612568731,-0.4780915413955908,-0.4155676993185601
1012925,0.6331598612568731,-0.4780915413955908,0.29111665288338173
785512,0.5907715912145769,1.3707505768825963,1.2803070951207551
223463,-0.08378362327224068,1.3707505768825963,0.4794664550518966
1044478,0.6331598612568731,-0.4780915413955908,1.163170355065729
906819,-0.01768569697082407,2.452253885829205,0.9135750024393616
844463,0.6331598612568731,-0.4780915413955908,-0.14838602867544584
1044480,0.6331598612568731,-0.4780915413955908,2.334246924766907
1044481,0.6127233048166119,1.3707505768825963,0.6311661256556165
282861,0.25373114295730725,1.3707505768825963,0.4360888675304564
988955,0.6331598612568731,-0.4780915413955908,0.9956533815768961
1044485,0.6331598612568731,-0.4780915413955908,-0.37557011548624103
696817,0.33596915565375074,3.2195926951607836,2.9072990634587486
1044488,0.10241816780869115,1.3707505768825963,0.9054682030361131
986586,0.5907715912145769,1.3707505768825963,1.2232959987557053
